Time [s],Current [A],Voltage [V],X-averaged cell temperature [K],TimeDiff,CapacityDiff,SOC
0.0,10.0,3.9653289222503805,298.15,0.0,0.0,1.0
1.0,10.0,3.9549179271435286,298.15,1.0,-0.002777777777777778,0.9994444444444445
2.0,10.0,3.9454079056519102,298.15,1.0,-0.002777777777777778,0.9988888888888889
3.0,10.0,3.9367680672792438,298.15,1.0,-0.002777777777777778,0.9983333333333334
4.0,10.0,3.9289412261322605,298.15,1.0,-0.002777777777777778,0.9977777777777779
5.0,10.0,3.9218584356686113,298.15,1.0,-0.002777777777777778,0.9972222222222223
6.0,10.0,3.9154496955446145,298.15,1.0,-0.002777777777777778,0.9966666666666668
7.0,10.0,3.9096481342869063,298.15,1.0,-0.002777777777777778,0.9961111111111113
8.0,10.0,3.9043919269959533,298.15,1.0,-0.002777777777777778,0.9955555555555557
9.0,10.0,3.899625198501833,298.15,1.0,-0.002777777777777778,0.9950000000000002
10.0,10.0,3.8952974980884347,298.15,1.0,-0.002777777777777778,0.9944444444444447
11.0,10.0,3.891363823965511,298.15,1.0,-0.002777777777777778,0.9938888888888892
12.0,10.0,3.887783612281005,298.15,1.0,-0.002777777777777778,0.9933333333333336
13.0,10.0,3.8845206520503357,298.15,1.0,-0.002777777777777778,0.9927777777777781
14.0,10.0,3.881542135490215,298.15,1.0,-0.002777777777777778,0.9922222222222226
15.0,10.0,3.878818435123753,298.15,1.0,-0.002777777777777778,0.991666666666667
16.0,10.0,3.8763227310886306,298.15,1.0,-0.002777777777777778,0.9911111111111115
